code,description,category,category_source,failure_class,stage,section,numeric_id
AUTO_TIME_BOUND_REJECTION,Packet rejection due to time limit exceed,BUSINESS_VALIDATION_ERROR,declared,A,OIS,,
PKT_URI_AND_ENRCODE_MISMATCH,Packet rejected due to mismatch in Enrollment code,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
INPUT_STREAM_TO_BYTE_ERROR,Unable to convert Physical packet to byte array,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
DECRYPTION_DATA_NULL,Decrypted data of the packet is null,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
ENCRYPTED_BYTE_ARRAY_IS_EMPTY,Length of encrypted byte array is zero,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
STRUCTURAL_PKTVAL_XML_CHECK_FAIL,All the required XMLs are not found  in the packet,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
RESIDENT_STRUCTURAL_VALIDATION_FAILED,Structural Stage Processing Exception,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
RESIDENT_LINKED_MASTER_REQUEST_VALIDATION_FAILED,Resident linked enrolment rejected as Master request is rejected,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
REFID_DUPLICATION_CHECK_FAILURE,Request rejected as refId duplicate found in index master,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
INVALID_TIMESTAMP_IN_FINGER_CAPTURE_LIST,Invalid time format of finger capture list in audit.xml,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
RESIDENT_EMPTY_BIOMETRICS_IN_PACKET,Empty biometrics in biometrics.xml in packet,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
LINKED_UID_NOT_FOUND_IN_ORIGIN_TRACKER,Uid not found for update packet in origin tracker,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
UID_MASTER_DATA_NOT_FOUND,UidMasterData data not found for update request,BUSINESS_VALIDATION_ERROR,declared,A,Structural,,
S3_PACKET_NOT_FOUND,Packet is not present in temporary S3-bucket,BUSINESS_VALIDATION_ERROR,declared,A,Structural,newly added,
INVALID_SID,Length of Sid or Eid is not 28,BUSINESS_VALIDATION_ERROR,declared,A,Structural,newly added,
DUPLICATE_ENTRY_FOUND_INDEX_MASTER,Duplicate entry found for eid in index master,BUSINESS_VALIDATION_ERROR,declared,A,Structural,newly added,
PACKET_BIOMETRIC_EXCEPTION_PHOTO_MISSING,Biometric exception photo missing in the packet,BUSINESS_VALIDATION_ERROR,declared,A,Structural,newly added,
PKT_BACKDATED_DELAY_IN_UPLOAD,Older packets rejected due to delay in upload,BUSINESS_VALIDATION_ERROR,declared,A,Structural,newly added,
MISSING_DOCUMENT_IN_PACKET,Base64 of document missing in the packet,BUSINESS_VALIDATION_ERROR,declared,A,Structural,newly added,
DOCUMENT_COUNT_MISMATCH_IN_PACKET,Required documents not present in the packet,BUSINESS_VALIDATION_ERROR,declared,A,Structural,newly added,
RESIDENT_HOF_UID_INVALID,HOF uid is not exist,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_METADATA_OPERATOR_BODY_CREATED_INCORRECTLY,Request body for operator details mismatched,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_METADATA_AGENCY_FOUND_INACTIVE,Metadata validation failed as the agency is inactive on the enrolment date,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_METADATA_ENR_MACHINE_CODE_INVALID,Invalid Machine Code/Station/Agency/Registrar association,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_METADATA_GPS_VALIDATION_FAILED,GPS coordinates is not under the specified boundaries,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_METADATA_INVALID_ORG_AND_MACHINE_CODE_COMBINATION,"Invalid Registrar, EnrolmentAgency, Station and Machine Code combination",BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
REJECT_BLACKLISTED_MACHINE,Blacklisted machine Found due to machine not available or machine entry available in blacklisted machine table,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
ENR_UNSUPPORTED_CLIENT,Client Version Not supported after the configured date,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
OPERATOR_NOT_PRESENT_FOR_EA_CODE,No Operator Present For this Operator Code and EA Code,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
CLIENT_VERSION_CHECK_EXCEPTION,Error checking for client version,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_ENR_INVALID_START_DATE,Invalid start date,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_ENR_INVALID_END_DATE,Invalid end date,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_METADATA_INVALID_STATION_ID,Station Id is invalid,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_OPERATOR_AUTH_FAIL,Auth Response for Operator Failed,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_INACTIVE_OPERATOR,Operator User is inactive,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_OPERATOR_HOLD_UID_MISMATCHED,Operator UID MisMatch,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_METADATA_REGISTRAR_FOUND_INACTIVE,Metadata validation failed as the registrar is inactive on the enrolment date,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
BLOCKED_OR_INVALID_REGISTRAR_ID,Invalid registrar id or the registrar id  is blocked for registration,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_INVALID_ENR_DATE,Packet is rejected as the enrolment date is invalid,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_ENR_DATE_EMPTY,Enrolment date in the packet is blank,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_METADATA_AGENCY_ID_INVALID,Metadata validation failed as the Agency ID is invalid,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_HOF_AUTH_RESPONSE_VALIDATION_FAIL,Auth Response validation for HOF Failed for Online packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_HOF_BIOMETRIC_AUTH_FAIL,Biometric Auth validation for HOF Failed for Offline packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_OPERATOR_BIOMETRIC_AUTH_FAIL,Biometric Auth validation for Operator Failed for Offline packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_METADATA_MACHINE_FOUND_INACTIVE,Metadata validation failed as the Machine is inactive on the enrolment date,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
GPS_FEIGN_INVALID_DATA_FORMAT,Invalid format entered,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_AUTH_RESPONSE_VALIDATION_FAIL,Auth Response validation for Resident Failed for Online packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_BIOMETRIC_AUTH_FAIL,Biometric Auth validation for Resident Failed for Offline packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_EMPTY_BIOMETRICS,Resident biometric data not found in Offline packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_HOF_EMPTY_BIOMETRICS,HoF Biometric data not found in Offline packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_OPERATOR_EMPTY_BIOMETRICS,Operator Biometric data not found in Offline packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_EMPTY_AUTH_RESPONSE,Resident Auth Response data not found in Online packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_HOF_EMPTY_AUTH_RESPONSE,HoF Auth Response data not found in Online packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_RDEMO_OPERATOR_EMPTY_AUTH_RESPONSE,Operator Auth Response data not found in Online packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,,
PKT_SUPERVISOR_AUTH_FAIL,Auth Response for Supervisor Failed,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,newly added,
PKT_RDEMO_SUPERVISOR_EMPTY_AUTH_RESPONSE,Supervisor Auth Response data not found in Online packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,newly added,
PKT_RDEMO_SUPERVISOR_BIOMETRIC_AUTH_FAIL,Biometric Auth validation for Supervisor Failed for Offline packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,newly added,
PKT_RDEMO_SUPERVISOR_EMPTY_BIOMETRICS,Supervisor Biometric data not found in Offline packet,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,newly added,
PKT_OPERATOR_SESSION_STATION_MISMATCH,Operator Session station mismatch found,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,Operator Session,
PKT_OPERATOR_SESSION_NOT_FOUND,Operator Session not found,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,Operator Session,
PKT_OPERATOR_DAILY_UPLOAD_LIMIT_EXCEEDED,Operator daily upload limit exceeded,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,Operator Session,
PKT_OPERATOR_SESSION_EXPIRED,Operator created packet after session expired,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,Operator Session,
PKT_OPERATOR_SESSION_NOT_STARTED,Operator created packet before session started,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,Operator Session,
PKT_CREATION_TIME_IN_FUTURE,Packet creation time is in future,BUSINESS_VALIDATION_ERROR,declared,A,Metadata,Operator Session,
RESIDENT_POI_DOCUMENT_INVALID,POI Proof Document Details not Found for the DocId,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,,
RESIDENT_POA_DOCUMENT_INVALID,POA Proof Document Details not Found for the DocId,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,,
RESIDENT_POB_DOCUMENT_INVALID,POB Proof Document Details not Found for the DocId,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,,
RESIDENT_POF_DOCUMENT_INVALID,POF Proof Document Details not Found for the DocId,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,,
RESIDENT_HOF_DOCUMENT_INVALID,HOF Proof Document Details not Found for the DocId,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,,
RESIDENT_NAME_SPACE_SYNTAX_VALIDATION_FAILED,Resident Demographic Space Syntax Validation failed for Name,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Name Related Error Codes,
RESIDENT_NAME_PRE_POST_SPACE_SYNTAX_VALIDATION_FAILED,Resident Demographic Pre-Post Space Syntax Validation failed for Name,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Name Related Error Codes,
RESIDENT_NAME_DOT_SYNTAX_VALIDATION_FAILED,Resident Demographic Dot Syntax Validation failed for Name,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Name Related Error Codes,
RESIDENT_NAME_BASIC_SYNTAX_VALIDATION_FAILED,Resident Demographic Basic Syntax Validation failed for Name,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Name Related Error Codes,
RESIDENT_NAME_LENGTH_PROCESS_VALIDATION_FAILED,Resident Demographic length Process Validation failed for Name,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Name Related Error Codes,
RESIDENT_DOCUMENT_NAME_MISMATCH_OPERATOR_FLOW,Resident name was mis-matching because of operator error,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Name Related Error Codes,
RESIDENT_POI_INVALID_MAJOR,Document provided for major name change is invalid.,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Name Related Error Codes,
RESIDENT_POI_INVALID_MINOR,Document provided for minor name change is invalid.,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Name Related Error Codes,
RESIDENT_GENDER_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Gender,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Gender Related Error Codes,
RESIDENT_DOB_VALID_DATE_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Date of birth,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOB Related Error Codes,
RESIDENT_DOB_FUTURE_DATE_VALIDATION_FAILED,Resident Demographic Validation failed for future Date of birth,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOB Related Error Codes,
RESIDENT_DOB_VALID_DAY_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Day of birth,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOB Related Error Codes,
RESIDENT_DOB_VALID_MONTH_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Month of birth,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOB Related Error Codes,
RESIDENT_DOB_VALID_YEAR_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Year of birth,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOB Related Error Codes,
RESIDENT_DOB_VALID_AGE_VALIDATION_FAILED,Resident Demographic Validation failed as age greater than 120,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOB Related Error Codes,
RESIDENT_DOD_VALID_DATE_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Date of death,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOD Related Error Codes,
RESIDENT_DOD_FUTURE_DATE_VALIDATION_FAILED,Resident Demographic Validation failed for future Date of death,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOD Related Error Codes,
RESIDENT_DOD_VALID_DAY_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Day of death,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOD Related Error Codes,
RESIDENT_DOD_VALID_MONTH_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Month of death,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOD Related Error Codes,
RESIDENT_DOD_VALID_YEAR_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Year of death,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOD Related Error Codes,
RESIDENT_DOD_VALID_AGE_VALIDATION_FAILED,Resident Demographic Validation failed as year of death is before 1810,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,DOD Related Error Codes,
RESIDENT_MOBILE_VALID_MOBILE_NUMBER_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Mobile Number,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Contact Related Error Codes,
RESIDENT_EMAIL_VALID_EMAIL_VALIDATION_FAILED,Resident Demographic Validation failed for invalid Email,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Contact Related Error Codes,
RESIDENT_ADDRESS_PINCODE_VALIDATION_FAILED,Resident Demographic Syntax Validation failed for Pin code,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_VTC_VALIDATION_FAILED,Resident Demographic Syntax Validation failed for VTC,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_STATE_VALIDATION_FAILED,Resident Demographic Syntax Validation failed for State,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_DISTRICT_VALIDATION_FAILED,Resident Demographic Syntax Validation failed for District,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_PINCODE_NOT_FOUND,Resident Demographic Validation failed for Pin code not present in UID GEO DB,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_STATE_INFO_NOT_FOUND,"Resident Demographic validation failed, no state info available",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_STATE_PINCODE_MAPPING_VALIDATION_FAILED,Resident Demographic Validation failed for invalid State-Pincode mapping,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_DISTRICT_INFO_NOT_FOUND,"Resident Demographic validation failed, no district info available",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_DISTRICT_PINCODE_MAPPING_VALIDATION_FAILED,Resident Demographic Validation failed for invalid District-Pinocde mapping,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_SUBDISTRICT_INFO_NOT_FOUND,"Resident Demographic validation failed, no Sub-District info available",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_VILLAGE_INFO_NOT_FOUND,"Resident Demographic validation failed, no Village info available",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_VTC_PINCODE_MAPPING_VALIDATION_FAILED,Resident Demographic Validation failed for invalid VTC-Pincode mapping,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_PO_INFO_NOT_FOUND,"Resident Demographic validation failed, no Post Office info available",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_ADDRESS_PONAME_PINCODE_MAPPING_VALIDATION_FAILED,Resident Demographic Validation failed for invalid PostOffice-Pincode mapping,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_UID_STATUS_INVALID,Resident Demographic Validation failed for invalid UID Status,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_MOBILE_ASSOCIATION_LIMIT_EXCEED,Mobile association limit exceeds the defined threshold,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Address Related Error Codes,
RESIDENT_HOF_DETAILS_NOT_FOUND,"Resident Demographic Validation failed, no record found for the HoF eid in IndexMaster",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,HOF Related Error Codes,
RESIDENT_HOF_MASTER_DATA_NOT_FOUND,"Resident Demographic Validation failed, UidMasterData data not found for the HoF",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,HOF Related Error Codes,
RESIDENT_HOF_NOT_AUTHORIZED,"Resident Demographic Validation failed, Hof is not authorized as enrolment was introducer based",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,HOF Related Error Codes,
RESIDENT_HOF_AGE_INVALID,"Resident Demographic Validation failed, Hof age not applicable",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,HOF Related Error Codes,
RESIDENT_HOF_UID_STATUS_INVALID,"Resident Demographic Validation failed, Hof UID Status found invalid",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,HOF Related Error Codes,
RESIDENT_HOF_RELATION_TYPE_VALIDATION_FAILED,"Resident Demographic Validation failed, Hof relation type found invalid for the age",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,HOF Related Error Codes,
RESIDENT_HOF_ASSOCIATION_LIMIT_EXCEED,"Resident Demographic Validation failed, Hof association limit exceeded",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,HOF Related Error Codes,
RESIDENT_ADDRESS_LOCAL_VALIDATION_FAILED,"Resident Demographic Validation failed, Address local language validation failed",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Local  Error Codes,
RESIDENT_NAME_LOCAL_VALIDATION_FAILED,"Resident Demographic Validation failed, Name local language validation failed",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Local  Error Codes,
RESIDENT_ADDRESS_DATA_SAME_AS_MASTER_DATA,Address data same as master data,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Local  Error Codes,
HOF_RELATION_TYPE_NOT_VALID_FOR_CHILD_RESIDENT,"Resident Demographic Validation failed, The relation type is not allowed for child enrollment",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Local  Error Codes,
HOF_RELATION_TYPE_NOT_VALID_FOR_RESIDENT,"Resident Demographic validation failed, Relation type allowed only for above 18 resident",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Local  Error Codes,
RESIDENT_RELATIONS_TO_HOF_GENDER_MISMATCH,"Resident Demographic validation failed, Relation type does not matches with the gender of the HOF",BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Local  Error Codes,
RESIDENT_DOCUMENT_PROVIDED_INACTIVE,Document provided is not active,BUSINESS_VALIDATION_ERROR,declared,A,Demographic,Local  Error Codes,
